"Story","Title","Result","Date","Stability","Duration (s)"
"Proceso de contratación en ""OrangeHRM""","Agregar y verificar que el nuevo candidato quede en el sistema como contratado","FAILURE","2024-12-21T22:42:43.4931993-05:00[America/Bogota]","0.0","25.85"
